,created_at,user_name,screen_name,description,user_location,text,language,hashtags,media_url,source,coordinates,place,time_zone
10,2022-03-01 10:39:28+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Pilot disembark outbound Algeciras port. 
https://t.co/DGADI8bLVq https://t.co/EiONFKflZn",en,,,Twitter Web App,,,
11,2022-03-01 07:41:17+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Panarea M anchored Alfa area, Algeciras port. 
https://t.co/tPpNH75SbN https://t.co/qL5EGkwhaC",es,,,Twitter Web App,,,
12,2022-03-01 07:06:45+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Boraq outbound Tarifa port. 
https://t.co/vS0TkExndB https://t.co/2fqFFtJXvP",en,,,Twitter Web App,,,
13,2022-03-01 06:45:18+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Wisby Teak anchored Alfa area, Algeciras bay. 
https://t.co/xPpHS0wmJr https://t.co/ai1HTtdw04",en,,,Twitter Web App,,,
14,2022-03-01 06:22:54+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","RT @JuanGMata: Remolcador VB Simun, puerto de Algeciras.
#vbsimun https://t.co/NhQp7B57YB",es,,,Twitter Web App,,,
15,2022-02-28 11:26:55+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Sealand Washington berthed APM Terminal, Algeciras port. 
https://t.co/6kbTDGEwO3 https://t.co/mxU84DhmnN",en,,,Twitter Web App,,,
16,2022-02-28 10:55:52+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Tarifa Jet inbound, Tarifa port. 
https://t.co/gdWfNpnI6D https://t.co/qfoMsJlQtu",de,,,Twitter Web App,,,
17,2022-02-27 18:59:06+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","CMA CGM Kimberley inbound Valencia port. 
https://t.co/RvJL2BmDwe https://t.co/iL15Di3g0b",en,,,Twitter Web App,,,
18,2022-02-27 18:41:30+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Minstrel berthed APM Terminal, Valencia port. 
https://t.co/g2hiwddwDc https://t.co/ckjdKrTlD9",ca,,,Twitter Web App,,,
19,2022-02-27 18:15:54+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Dina Trader inbound Valencia port. 
https://t.co/D3QhkAzYfU https://t.co/rLY9qlm4oj",en,,,Twitter Web App,,,
20,2022-02-27 17:37:49+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","OOCL Malaysia berthed CSP Iberian Terminal, Valencia port. 
https://t.co/4JIySRQaNy https://t.co/sQzbdIIhqy",in,,,Twitter Web App,,,
21,2022-02-27 17:11:56+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Mooring team working CSP Iberian Terminal, Valencia port. 
https://t.co/QJGU2lfszG https://t.co/iXx8ffQCHf",en,,,Twitter Web App,,,
22,2022-02-27 13:37:29+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","OOCL Malaysia berthed CSP Iberian Terminal, Valencia port. 
https://t.co/25yLQTqF82 https://t.co/PBBT4SxDq8",in,,,Twitter Web App,,,
23,2022-02-27 13:13:08+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Stadt Dresden inbound Valencia port.
https://t.co/LM0LAtaioT https://t.co/JjGsO2KkmM",de,,,Twitter Web App,,,
24,2022-02-27 10:24:32+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain",RT @OTaipale: Siitä vielä pienet porrasreippailut työpäivän päätteeksi ja sitten saunaan. #finnpilot #pilotage https://t.co/erVF8G7B4g,fi,,,Twitter for Android,,,
25,2022-02-27 10:01:15+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain",RT @KikuHeinimaki: Täällähän mua jo odotellaan. Loistavaa kuljetuspalvelua niin ku aina. https://t.co/kazk4koRLh,fi,,,Twitter for Android,,,
26,2022-02-26 20:33:41+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Nieves B berthed CSP Iberian Terminal, Valencia port.
https://t.co/IooKefmh5o https://t.co/lmK6mitTOM",en,,,Twitter Web App,,,
27,2022-02-26 16:46:17+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Majestic maneuvering inbound Perfecto Palacio dock, Valencia port. 
https://t.co/qtd4BSUVHS https://t.co/zz41T041Bs",en,,,Twitter Web App,,,
28,2022-02-26 13:02:59+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Cap San Sounio inbound Valencia port. 
https://t.co/kPIuv5Ad6A https://t.co/mK98NqFMNB",en,,,Twitter Web App,,,
29,2022-02-26 12:48:03+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","CMA CGM Patagonia berthed CSP Iberian Terminal, Valencia port. 
https://t.co/IWMz9ih5b4 https://t.co/uRGXvbAPxz",pt,,,Twitter Web App,,,
30,2022-02-25 08:25:30+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","RT @capt_haitham: #Repost
Pilot’s eye view.🎥⚓️ https://t.co/mc5LjR0FCC",en,,,Twitter for Android,,,
31,2022-02-24 19:11:11+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Salonica Ras underway service, Algeciras bay. 
https://t.co/YqxUYq6nzk https://t.co/96CkOJubZO",en,,,Twitter Web App,,,
32,2022-02-24 18:50:53+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","CMA CGM Alexander Von Humboldt assisted Boluda tugs outbound TTI Terminal, Algeciras port. 
https://t.co/9NFyqZvSl1 https://t.co/LJKHscFA1i",en,,,Twitter Web App,,,
33,2022-02-24 18:23:23+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Maersk Newbury berthed Norte dock, Algeciras port.
https://t.co/h9KXlpP7o1 https://t.co/LQIuXTf8qH",da,,,Twitter Web App,,,
34,2022-02-24 16:45:20+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Today, forever. https://t.co/eQJVHuDjSN",en,,,Twitter Web App,,,
35,2022-02-22 17:06:40+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","RT @Maritime_Bullet: Pilot fell while boarding container ship, died, Taichung port
https://t.co/y8W4LVIsId https://t.co/znitBFeacA",en,,,Twitter Web App,,,
36,2022-02-21 17:55:50+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Stream Arctic berthed Tepsa Terminal, Valencia port. 
https://t.co/vQnUhajpDI https://t.co/1vXxZh3i0d",en,,,Twitter Web App,,,
37,2022-02-20 13:08:40+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","CMA CGM Sorbonne assisted Boluda tugs inbound TTI Terminal, Algeciras port. 
https://t.co/8b0emilYoR https://t.co/dVbkcPml3C",en,,,Twitter Web App,,,
38,2022-02-20 10:17:25+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Pilot board Northern Power inbound Algeciras port. 
https://t.co/gkqKcatSLQ https://t.co/8yWFZootXh",en,,,Twitter Web App,,,
39,2022-02-19 13:01:23+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","CMA CGM Sorbonne inbound Algeciras port. 
https://t.co/GmCq6q2CBm https://t.co/opT1PyCwvZ",en,,,Twitter Web App,,,
40,2022-02-19 12:43:05+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Pilot underway Algeciras port. 
https://t.co/CESesLhMUI https://t.co/Wd2g0CTuL3",da,,,Twitter Web App,,,
41,2022-02-19 12:26:08+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Pilot board Wilhem, Algeciras port. 
https://t.co/RSIZz6VeYy https://t.co/jBq4YtagMP",nl,,,Twitter Web App,,,
42,2022-02-19 11:13:24+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Piloto underway service Algeciras port. 
https://t.co/BAUrXeXCPb https://t.co/GSGZ9L7zh3",es,,,Twitter Web App,,,
43,2022-02-19 10:48:17+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Pilot board Pomerania Sky, Algeciras port. 
https://t.co/iu21oE2AJJ https://t.co/faPXIQwKWA",und,,,Twitter Web App,,,
44,2022-02-19 10:24:43+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Epic St. Ivan anchored Charly area, Algeciras bay. 
https://t.co/3r90uqsA0U https://t.co/iVtW5tHglN",en,,,Twitter Web App,,,
45,2022-02-18 10:15:04+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Punta Carnero lighthouse, Algeciras bay. 
https://t.co/h7NG8KuOp7 https://t.co/X1NfiRUHgZ",en,,,Twitter Web App,,,
46,2022-02-18 10:02:28+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Pilot and master Seaexplorer inbound CLH Terminal, Algeciras port. 
https://t.co/UOt3zakKKV https://t.co/cnqk8hDhnU",nl,,,Twitter Web App,,,
47,2022-02-17 16:22:50+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain",RT @focuseatv: Passengers in northern Germany face travel chaos due to storms. https://t.co/cw0VPYbZKM,en,,,Twitter for Android,,,
48,2022-02-17 12:03:19+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain",RT @pilot167: @Themaritimepil2 Good job! https://t.co/Cpjbvft9K1,en,,,Twitter for Android,,,
49,2022-02-17 09:39:28+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain",@ISMrevistaMar @alvarobenitezco @practicospuerto @PuertoAlgeciras @AlgecirasPilots https://t.co/fmJ8N8RlMd,und,,,Twitter for Android,,,
50,2022-02-15 11:59:38+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Odessa tug station Nova port dock, Odessa port. 
https://t.co/rgICgFokOR https://t.co/Yztc1gLP7F",de,,,Twitter Web App,,,
51,2022-02-15 11:30:45+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Altrany berthed Karantynna dock, Odessa port. https://t.co/kskuvss3Kg https://t.co/mXbvfhotWK",fi,,,Twitter Web App,,,
52,2022-02-15 11:01:15+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Odessa tug station, Odessa port. 
https://t.co/dIxUsTO1Ni https://t.co/1BJSR6h1LF",de,,,Twitter Web App,,,
53,2022-02-15 08:43:51+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Australia berthed Odessa port. 
https://t.co/kt2pUfDgkw https://t.co/4TbsuThqeo",en,,,Twitter Web App,,,
54,2022-02-15 07:58:40+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Intrepid aircraft museum pier 86, New York port. 
https://t.co/bNMXkZidOr https://t.co/MKpRraFnPT",en,,,Twitter Web App,,,
55,2022-02-15 07:44:24+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Queen Mary 2 berthed New York port. 
https://t.co/oz8KZUtfVx https://t.co/KBVVhwJZWS",en,,,Twitter Web App,,,
56,2022-02-15 07:25:33+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Norwegian Breakaway passing by Hudson river outbound New York port. 
https://t.co/xNvoe7SHc9 https://t.co/lO2WEzm3oZ",en,,,Twitter Web App,,,
57,2022-02-14 11:55:54+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","MSC Hong Kong berthed CSP Iberian Terminal, Valencia port. 
https://t.co/zOvA842gMc https://t.co/eE3ocq6sy4",in,,,Twitter Web App,,,
58,2022-02-14 11:24:48+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","RT @oldendorff1921: Happy Valentine's Day! Share our love of shipping 🚢 💙 🌊 

#valentinesday
#oldendorffcarriers https://t.co/Ka27myLAWW",en,,,Twitter Web App,,,
59,2022-02-14 11:08:36+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Pilot board Grande Colonia maneuver outbound Valencia port. 
https://t.co/l8GCIWpd1W https://t.co/GbXUgmnU8N",en,,,Twitter Web App,,,
60,2022-02-14 10:43:25+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","MSC Ambra outbound Valencia port. 
https://t.co/bX7ltUcThS https://t.co/YmLCzLxuxI",ht,,,Twitter Web App,,,
61,2022-02-14 08:30:13+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Oriana berthed Gibraltar port. 
https://t.co/zUm3QXUjWH https://t.co/ems80HRdgz",en,,,Twitter Web App,,,
62,2022-02-14 08:14:54+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Sertosa Veintisiete working Algeciras port. 
https://t.co/JvsWILh8Fi https://t.co/E0lSkQjge1",es,,,Twitter Web App,,,
63,2022-02-14 07:56:06+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","VB Braco working Algeciras port. 
https://t.co/I7LxUhtOY3 https://t.co/kemDA8Xqp8",et,,,Twitter Web App,,,
64,2022-02-13 20:05:30+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Eske berthed Espigon Turia sur dock, Valencia port.
https://t.co/1PzJHxGYI0 https://t.co/ajoPB0fQij",en,,,Twitter Web App,,,
65,2022-02-13 19:51:07+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Nieves B berthed CSP Iberian Terminal, Valencia port. 
https://t.co/qcnv1Y14kO https://t.co/ahYy3R67O3",en,,,Twitter Web App,,,
66,2022-02-13 19:28:12+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Xin Pu Dong berthed APM Terminal, Valencia port. 
https://t.co/FLLL3a7Rs8 https://t.co/hIBT6dBoDl",in,,,Twitter Web App,,,
67,2022-02-13 19:06:12+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","MSC Ambra berthed MSC Terminal, Valencia port. 
https://t.co/u5Klpm3LEP https://t.co/j2h19YzgHn",ca,,,Twitter Web App,,,
68,2022-02-13 18:48:50+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Ciudad de Alcudia inbound Valencia port. 
https://t.co/V0HwThChzD https://t.co/LyK066fVj1",es,,,Twitter Web App,,,
69,2022-02-13 18:24:53+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Zhen Hua 36 inbound Valencia port. 
https://t.co/IXHJaF4WFF https://t.co/CMzttRVBLy",en,,,Twitter Web App,,,
70,2022-02-13 11:54:08+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Majestic inbound Valencia port. 
https://t.co/PNcmUK4s4V https://t.co/uMneACmL3E",en,,,Twitter Web App,,,
71,2022-02-13 09:38:36+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain",@DSM_Nordkirche https://t.co/Al4021VZYb,und,,,Twitter for Android,,,
72,2022-02-12 10:12:41+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","CMA CGM Rhone berthed APM Terminal, Algeciras port. 
https://t.co/66KDULubo0 https://t.co/YkF9LJAL00",en,,,Twitter Web App,,,
73,2022-02-12 09:18:03+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","VB Simun working Algeciras port. 
https://t.co/9iuu3ZGfO9 https://t.co/DptDuKwoOB",et,,,Twitter Web App,,,
74,2022-02-12 09:05:04+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Rita berthed Isla Verde Exterior dock, Algeciras port. 
https://t.co/kOREjdhepu https://t.co/o7PTy405iD",en,,,Twitter Web App,,,
75,2022-02-12 08:50:17+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Stolt Sandpiper anchored Delta area, Algeciras port. 
https://t.co/jRSZbtIImh https://t.co/fMUVZzVRhb",da,,,Twitter Web App,,,
76,2022-02-12 08:39:34+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","VB Ceballos underway service Algeciras port. 
https://t.co/SlFS1gIwkV https://t.co/i6qfgAJRh1",de,,,Twitter Web App,,,
77,2022-02-12 08:24:14+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Cap San Maleas inbound Algeciras port. 
https://t.co/TNWS6AYoLu https://t.co/7LPqY3bNO6",en,,,Twitter Web App,,,
78,2022-02-12 07:41:49+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Ceska &amp; Lillo Swan berthed Cepsa refinery dock, Algeciras port. 
https://t.co/wpxpnpPBIj https://t.co/DqFCvyuznc",en,,,Twitter Web App,,,
79,2022-02-12 07:24:54+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","HSL Paraty berthed Campamento dock, Algeciras port. 
https://t.co/PZmQQrOwsg https://t.co/pLDz2ixg5T",de,,,Twitter Web App,,,
80,2022-02-11 11:42:52+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Al Khattiya anchored area Gibraltar port. 
https://t.co/S7OHn5YXW2 https://t.co/MJmsuxtSNs",en,,,Twitter Web App,,,
81,2022-02-11 07:27:03+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","MOL Presence berthed APM Terminal, Algeciras port. 
https://t.co/GskWlCE2wo https://t.co/gMB6khe30Y",en,,,Twitter Web App,,,
82,2022-02-10 21:41:00+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","V Due anchored C area, Algeciras bay. 
https://t.co/gkEnm8Y6jB https://t.co/9wpjeR3veM",en,,,Twitter Web App,,,
83,2022-02-10 21:23:32+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Maersk Hanoi berthed APM Terminal, Algeciras port. 
https://t.co/G6XLeTyhXR https://t.co/bCvg7a3AF2",cy,,,Twitter Web App,,,
84,2022-02-10 11:24:51+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","VOS Star passing by Nieuwe Waterweg inbound Rotterdam port. 
https://t.co/O5HWa4MBdY https://t.co/v1eobObOUA",nl,,,Twitter Web App,,,
85,2022-02-10 10:43:57+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Bylgia berthed Lekhaven dock, Rotterdam port. 
https://t.co/yKdFcUpcBg https://t.co/459Hp62gN0",en,,,Twitter Web App,,,
86,2022-02-10 10:08:17+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Rotterdam betrhed Maashaven dock, Rotterdam port. 
https://t.co/q1e7TyzNB0 https://t.co/Y8HDYouKUz",nl,,,Twitter Web App,,,
87,2022-02-10 09:48:29+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Seven Cruzeiro berthed Waalhaven, Rotterdam port. 
https://t.co/SaY6ndogjv https://t.co/5t7fxKbmLg",nl,,,Twitter Web App,,,
88,2022-02-09 11:56:00+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Stena Imperial assisted Boluda tugs inbound, Cepsa refinery, Algeciras bay. 
https://t.co/sT3JbLMUfn https://t.co/bhooqi64JI",en,,,Twitter Web App,,,
89,2022-02-09 11:09:51+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Everbright unloaded monobuoy Cepsa refinery, Algeciras bay. 
https://t.co/nWJlTTRgzZ https://t.co/4StxqY9LSr",en,,,Twitter Web App,,,
90,2022-02-09 10:28:34+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","West Silver berthed Isla Verde dock, Algeciras port. 
https://t.co/08XVCw0GNZ https://t.co/u2j1C3lI2G",en,,,Twitter Web App,,,
91,2022-02-09 08:10:37+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","TTI Terminal, Algeciras port. 
https://t.co/4LOfYbRPfD https://t.co/CEVS7Lb27r",es,,,Twitter Web App,,,
92,2022-02-08 11:07:17+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Nordic Macau berthed CSP Iberian Terminal, Valencia port. 
https://t.co/gIKr3uSN9m https://t.co/bZhQZG10L4",in,,,Twitter Web App,,,
93,2022-02-08 10:44:40+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Bridge wing Cosco Harmony inbound Valencia port. 
https://t.co/vGUIT91FC1 https://t.co/maNO1a9LeB",en,,,Twitter Web App,,,
94,2022-02-08 09:15:31+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Pilot disembark ZIM Shekou berthed APM Terminal, Valencia port. 
https://t.co/rUv5ubczHE https://t.co/TLFIPP0ehU",ht,,,Twitter Web App,,,
95,2022-02-08 08:44:34+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","ZIM Europe berthed MSC Terminal, Valencia port. 
https://t.co/R8pUdcIPSG https://t.co/A87e0kemQi",pl,,,Twitter Web App,,,
96,2022-02-08 07:29:56+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","RT @JuanGMata: Lancha de prácticos de Algeciras ""Getares"", @AlgecirasPilots @SafehavenMarine . https://t.co/CeJ4Z0UkQK",es,,,Twitter Web App,,,
97,2022-02-07 21:14:34+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Pilot and crew CMA CGM Kimberley inbound Valencia port. 
https://t.co/zfdL6DXJcF https://t.co/DYEXTh477I",en,,,Twitter Web App,,,
98,2022-02-07 20:54:50+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Alana bridge, Valencia port. 
https://t.co/kn9r11FIgI https://t.co/Oy0wmh8yLi",ca,,,Twitter Web App,,,
99,2022-02-07 20:37:34+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","MSC Topaz berthed CSP Iberian Terminal, Valencia port. 
https://t.co/WVv8R2MgCL https://t.co/1kyxPooHHB",pt,,,Twitter Web App,,,
100,2022-02-07 09:56:16+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","CMA CGM Iguacu berthed CSP Iberian Terminal, Valencia port. 
https://t.co/AzkL2iljJy https://t.co/wGfFpW2uo4",es,,,Twitter Web App,,,
101,2022-02-07 09:38:28+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Akhisar inbound Valencia port. 
https://t.co/DAZO4bfhlt https://t.co/4XENuhoz3P",in,,,Twitter Web App,,,
102,2022-02-07 09:19:50+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Alana berthed CSP Iberian Terminal, Valencia port. 
https://t.co/QXJ54dU14X https://t.co/2ZkHayyEn1",pt,,,Twitter Web App,,,
103,2022-02-07 08:21:19+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","Akhisar inbound Valencia port. 
https://t.co/Wt8AtavBzs https://t.co/BmppzRIK4z",in,,,Twitter Web App,,,
104,2022-02-06 19:15:22+00:00,Harbour Pilot,PilotHarbour,Ports and pilots maritime photograpy,"Valencia, Spain","As One underway service Algeciras bay. 
https://t.co/UR7nwCd1ez https://t.co/Os6rl1xSRY",en,,,Twitter Web App,,,
