,created_at,user_name,screen_name,description,user_location,text,language,hashtags,media_url,source,coordinates,place,time_zone
22,2022-03-06 18:57:18+00:00,Shipsoftherivermersey,Shipsoftherive1,Bringing you what I can when I can from ships up and down the Mersey all photos by Ian F,"Birkenhead, England",@hms_argyll leaving Liverpool today @NavyLookout @RoyalNavy @LBNdaily @tonymc39 https://t.co/rjv7Gpwls9,en,,['https://pbs.twimg.com/media/FNMCsvhWQAMUrIE.jpg'],Twitter for iPad,,,
23,2022-03-06 18:54:04+00:00,AndyinBrum 🌻,AndyinBrum,Warning may contain gratuitous use of swearwords and other abusive language. it is big and it is clever. Says fuck a fucking lot#TeamKP,,@NavyLookout @UKDefJournal @hmssevern @SheilaLWeir Ooo that camo is rather fine https://t.co/zK04MXh5xL,en,,['https://pbs.twimg.com/tweet_video_thumb/FNMB9Y_X0AIp4Ty.jpg'],Twitter for iPhone,,,
24,2022-03-06 15:59:46+00:00,G M,GM60410314,,,@NavyLookout https://t.co/ccCVBpVMjH,und,,['https://pbs.twimg.com/media/FNLaEbGXoAMQcBA.jpg'],Twitter for iPhone,,,
25,2022-03-06 15:31:35+00:00,Elton John 🇵🇱,EltonDzone,,,@danbrusca @hackingbutlegal @NavyLookout Are you sure his russian? https://t.co/l6diQHcK7K,en,,['https://pbs.twimg.com/media/FNLTmuKXsAg5R_m.jpg'],Twitter Web App,,,
26,2022-03-06 15:09:07+00:00,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,"Stunning view of @hmssevern outbound on the Firth of Clyde in the sunshine today.

Via @SheilaLWeir https://t.co/XdASp4AZeQ",en,,['https://pbs.twimg.com/media/FNLObCbXoAQtW0P.jpg'],TweetDeck,,,
27,2022-03-06 14:13:54+00:00,Navy Lookout,NavyLookout,Independent Royal Navy news and analysis,UK,".@hms_argyll leaving Liverpool today.

Via @CruiseLpool https://t.co/dqqGBpxmLP",en,,['https://pbs.twimg.com/media/FNLBwhVWUAAaPXQ.jpg'],TweetDeck,,,
28,2022-03-06 11:46:17+00:00,Rz02,Ijal2311,,"Torino, Piemonte",@KevinBe59227614 @NavyLookout https://t.co/UiutiFnGWi,und,,['https://pbs.twimg.com/media/FNKgC8gUcAYXWNB.jpg'],Twitter for iPhone,,,
29,2022-03-06 11:22:17+00:00,The Based Briton🇺🇦🇦🇫🇺🇦,The_BasedBriton,"Defence enthusiast, unionist, neoliberal
Love vexillology, history, heraldry and comics especially USM and Invincible
1/2🇮🇳 1/2🏴󠁧󠁢󠁥󠁮󠁧󠁿 100%🇬🇧",United Kingdom 🇬🇧,https://t.co/TwZzMRrxOh https://t.co/GKony7ujsz,und,,['https://pbs.twimg.com/tweet_video_thumb/FNKajtkXMAEs_GW.jpg'],Twitter for Android,,,
30,2022-03-06 10:52:55+00:00,Kevin Bell,KevinBe59227614,,,@NavyLookout https://t.co/2wXUNcIzEc,und,,['https://pbs.twimg.com/tweet_video_thumb/FNKT1j-XEAMtBZt.jpg'],Twitter Web App,,,
31,2022-03-06 10:50:00+00:00,Keith,snotty02,‘By God that’s seamanship’,,https://t.co/xkaAuUY5Pv https://t.co/OJ47KYoJQq,und,,['https://pbs.twimg.com/tweet_video_thumb/FNKTK0zXIAI_3S3.jpg'],Twitter Web App,,,
